SetCode,SetTitle,RowType,RowSeq,Speaker,EnglishSentence,KoreanPronounce,DirectComprehension,Comprehension,Note
L1_BTEW_014,Bide someone's time,script,28,Phil,"No, it's all about patience and waiting for a good opportunity.","노, 잇츠 올 어바웃 페이션스 앤 웨이팅 포 어 굿 아퍼튜니티.",아니 / 인내심과,"아니, 인내심과 좋은 기회를 기다리는 것에 관한 거야.",
L1_BTEW_014,Bide someone's time,script,29,Phil,"So, Feifei, I hope the right car comes along for you soon!","소, 페이페이, 아이 호프 더 라잇 카 컴즈 얼롱 포 유 순!",좋은 기회를 기다리는 것에 관한 거야 / 페이페이 / 곧 맞는 차가 나오길 바라!,"페이페이, 곧 맞는 차가 나오길 바라!",
L1_BTEW_014,Bide someone's time,script,30,Feifei,Thank you! See you next time!,땡큐! 씨 유 넥스트 타임!,고마워! / 다음에 봐!,고마워! 다음에 봐!,
L1_BTEW_014,Bide someone's time,script,31,Phil,Bye!,바이!,안녕!,안녕!,
L1_BTEW_014,Bide someone's time,vocab,32,,bide your time,,,때를 기다리다,I'll bide my time until the right deal comes.
L1_BTEW_014,Bide someone's time,vocab,33,,opportunity,,,기회,Wait for the right opportunity.
L1_BTEW_014,Bide someone's time,vocab,34,,patiently,,,인내심 있게,She waited patiently for her chance.
L1_BTEW_014,Bide someone's time,vocab,35,,promotion,,,승진,She's biding her time for a promotion.
L1_BTEW_014,Bide someone's time,vocab,36,,come along,,,"나타나다, 찾아오다",The right deal will come along.
L1_BTEW_014,Bide someone's time,vocab,37,,old-fashioned,,,"구식의, 옛날의",'Bide' is an old-fashioned word.
L2_B6ME_001,Embarrassed to go to the doctor?,script,1,Neil,Hello. This is 6 Minute English from BBC Learning English.,헬로우. 디스 이즈 식스 미닛 잉글리시 프럼 비비씨 러닝 잉글리시.,안녕하세요 / BBC Learning English의,안녕하세요. BBC Learning English의 6 Minute English입니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,2,Neil,I'm Neil.,아임 닐.,6 Minute English입니다 / 저는 닐이에요,저는 닐이에요.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,3,Beth,And I'm Beth.,앤 아임 베스.,저는 베스입니다,저는 베스입니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,4,Neil,"Lots of things can make us feel embarrassed – that self-conscious, uncomfortable feeling when your face blushes red and you wish you could just disappear.","랏츠 오브 씽즈 캔 메이크 어스 필 임배러스트 — 댓 셀프컨셔스, 언컴퍼터블 필링 웬 유어 페이스 블러시즈 레드.",많은 것들이 우리를 부끄럽게 할 수 있어요 / 얼굴이 빨개지는 / 자의식적이고 불편한 그 느낌이요,많은 것들이 우리를 부끄럽게 할 수 있어요 — 얼굴이 빨개지는 자의식적이고 불편한 그 느낌이요.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,5,Beth,"Have you had any embarrassing moments, Neil?","해브 유 해드 에니 임배러싱 모먼츠, 닐?",창피했던 순간 있었어요 / 닐?,"창피했던 순간 있었어요, 닐?",
L2_B6ME_001,Embarrassed to go to the doctor?,script,6,Neil,"Yes, many. Once I met my parents in a car park and I saw them arriving in their car and I waved my hands around in a very silly way.","예스, 메니. 원스 아이 멧 마이 페어런츠 인 어 카 파크 앤 아이 소 뎀 어라이빙 인 데어 카 앤 아이 웨이브드 마이 핸즈.",네 많죠 / 한번은 주차장에서 부모님을 만났는데,"네, 많아요. 한번은 주차장에서 부모님을 만났는데 차에서 도착하시는 걸 보고 크게 손을 흔들었어요.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,7,Neil,"But unfortunately, I soon discovered that it wasn't my parents.","벗 언포츄넛리, 아이 순 디스커버드 댓 잇 워즌트 마이 페런츠.",차에서 도착하시는 / 걸 보고,차에서 도착하시는 걸 보고,
L2_B6ME_001,Embarrassed to go to the doctor?,script,8,Neil,It was another couple.,잇 워즈 어나더 커플.,손을 크게 흔들었어요,손을 크게 흔들었어요,
L2_B6ME_001,Embarrassed to go to the doctor?,script,9,Beth,"Oh no, that's really embarrassing.","오 노, 댓츠 리얼리 임배러싱.",오 안 돼 정말 창피하다 / 전화 받았던 거 기억나,"오 안 돼, 정말 창피하네.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,10,Beth,"I remember answering the phone, I thought it was my best friend and I said ""hello"" in a very silly voice, and then they asked to speak to my dad, and it wasn't my friend.","아이 리멤버 앤서링 더 폰, 아이 쏫 잇 워즈 마이 베스트 프렌드 앤 아이 세드 '헬로우' 인 어 리얼리 실리 보이스.",절친인 줄 알고 / 정말 바보같은 목소리로 '안녕'이라고 했는데,"전화 받았던 거 기억나는데, 절친인 줄 알고 정말 바보같은 목소리로 '안녕'이라고 했거든.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,11,Neil,What was the voice?,왓 워즈 더 보이스?,어떤 목소리였어요?,어떤 목소리였어요?,
L2_B6ME_001,Embarrassed to go to the doctor?,script,12,Beth,Hello?,헬로우?,안녕?,안녕~?,
L2_B6ME_001,Embarrassed to go to the doctor?,script,13,Neil,Oh dear. But embarrassment is more than just shyness and blushing.,오 디어. 벗 임배러스먼트 이즈 모어 댄 저스트 샤이니스 앤 블러싱.,맙소사 / 하지만 당혹감은 단순한 수줍음과 얼굴 빨개짐 이상이에요,맙소사. 하지만 당혹감은 단순한 수줍음과 얼굴 빨개짐 이상이에요.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,14,Neil,"When it comes to our health, there's no end of things to be embarrassed about.","웬 잇 컴즈 투 아워 헬쓰, 데어즈 노 엔드 오브 씽즈 투 필 임배러스트 어바웃.",건강에 관해서는 / 부끄러워할 게 끝도 없고요,건강에 관해서는 부끄러워할 게 끝도 없거든요.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,15,Beth,"Yes, and some people feel so embarrassed that they don't go to see a doctor when they should, sometimes with serious consequences.","예스, 앤 썸 피플 필 소 임배러스트 댓 데이 돈트 고 투 씨 어 닥터 웬 데이 슈드, 썸타임즈 윋 시리어스 컨시퀀시즈.",네 일부 사람들은 너무 부끄러워서 / 의사를 만나야 할 때 가지 않아요 / 때로는 심각한 결과를 초래하면서,"네, 일부 사람들은 너무 부끄러워서 가야 할 때 의사를 만나러 가지 않고, 때로는 심각한 결과를 초래해요.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,16,Neil,"In this programme, we'll be discussing the issue of medical embarrassment, and as usual, we'll be learning some useful new words and phrases.","인 디스 프로그램, 윌 비 디스커싱 디 이슈 오브 메디컬 임배러스먼트, 앤 애즈 유주얼, 윌 비 러닝 썸 유스풀 뉴 보캐뷸러리.",이 프로그램에서 / 의료 당혹감 문제를 논의하고 / 평소처럼 유용한 새 어휘도 배울 거예요,"이 프로그램에서 의료 당혹감 문제를 논의하고, 평소처럼 유용한 새 어휘도 배울 거예요.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,17,Beth,"So, I have a question.","소, 아이 해브 어 퀘스천.",자 질문이 있어요,"자, 질문이 있어요.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,18,Beth,"Neil, according to the UK's Nursing Times newspaper, what percentage of people surveyed said they had delayed visiting their doctor out of embarrassment, and then later been diagnosed with a health condition?","닐, 어코딩 투 더 유케이즈 너싱 타임즈 뉴스페이퍼, 왓 퍼센티지 오브 피플 서베이드 세드 데이 해드 딜레이드 비지팅 더 닥터?",닐 / 영국 너싱 타임즈에 따르면 / 설문조사에서 몇 퍼센트가 / 의사 방문을 미뤘다고 했을까요?,"닐, 영국 너싱 타임즈에 따르면 설문조사에서 부끄러워서 의사 방문을 미뤘다고 한 비율이 몇 퍼센트였을까요?",
L2_B6ME_001,Embarrassed to go to the doctor?,script,19,Beth,"Was it: a) 21% ? b) 41% ? or, c) 61% ?","워짓: 에이) 트웬티원 퍼센트? 비) 포티원 퍼센트? 오어, 씨) 식스티원 퍼센트?",a) 21%? / b) 41%? / c) 61%?,a) 21%? b) 41%? 아니면 c) 61%?,
L2_B6ME_001,Embarrassed to go to the doctor?,script,20,Neil,So I think it's probably a lot.,쏘 아이 띵크 잇츠 프라버블리 어 랏.,아마 꽤 많을 / 것 같아요,아마 꽤 많을 것 같아요.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,21,Neil,So c) 61%.,소 씨) 식스티원 퍼센트.,c) 61%,c) 61%로 할게요.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,22,Beth,OK. We will find out if that's correct at the end of the programme.,오케이. 윌 파인드 아웃 이프 댓츠 커렉트 앳 디 엔드.,네 프로그램 끝에서 확인해볼게요 / 인간은 다른 사람과 다르다고 느끼면,"네, 프로그램 끝에서 확인해볼게요. 인간은 다른 사람과 다르다고 느끼면 당혹감을 느끼죠.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,23,Beth,"As humans we get embarrassed if we feel different from others, especially if the difference is physical.","애즈 휴먼즈 위 겟 임배러스트 이프 위 필 디퍼런트 프럼 아더즈, 이스페셜리 이프 더 디퍼런스 이즈 피지컬.",당혹감을 느껴요,당혹감을 느껴요,
L2_B6ME_001,Embarrassed to go to the doctor?,script,24,Beth,But how does feeling embarrassed about a medical condition impact our relationship with the doctor?,벗 하우 더즈 필링 임배러스트 어바웃 어 메디컬 컨디션 임팩트 아워 릴레이션쉽 윋 더 닥터?,하지만 의료 상태에 대해 부끄러워하면 / 의사와의 관계에 어떤 영향을 미칠까요?,하지만 의료 상태에 대해 부끄러워하면 의사와의 관계에 어떤 영향을 미칠까요?,
L2_B6ME_001,Embarrassed to go to the doctor?,script,25,Beth,"Here's Dr Vanessa Apea, consultant in sexual health at Barts Hospital in London, explaining more to BBC Radio 4 programme, Inside Health:","히어즈 닥터 버네사 아피아, 컨설턴트 인 섹슈얼 헬쓰 앳 바츠 하스피탈 인 런던.",런던 바츠 병원의 / 성건강 전문의인 / 버네사 아피아 박사의 설명이에요,런던 바츠 병원의 성건강 전문의인 버네사 아피아 박사의 설명입니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,26,Dr Vanessa Apea,"So they'll delay accessing the clinic, and also seeking treatment, and so then you'll often see people that could have been diagnosed with what's happening much earlier, and could have had earlier intervention, but it's delayed quite significantly.","소 데일 딜레이 액세싱 더 클리닉, 앤 올소 시킹 트리트먼트, 앤 소 덴 율 오펀 씨 피플 댓 쿠드 해브 빈 다이어그노즈드 얼리어.",병원 방문을 미루고 / 치료를 받는 것도 미뤄요 / 그래서 더 일찍 진단받을 수 있었던 / 사람들을 자주 보게 돼요,"병원 방문을 미루고 치료도 미뤄서, 더 일찍 진단받을 수 있었던 사람들을 자주 보게 됩니다.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,27,Dr Vanessa Apea,And so I then feel that we see a lot of people kind of suffering in silence really.,앤 소 아이 덴 필 댓 위 씨 어 랏 오브 피플 카인드 오브 서퍼링 인 사일런스 리얼리.,그래서 많은 사람들이 / 조용히 고통받고 있다고 느껴요,그래서 많은 사람들이 조용히 고통받고 있다고 느낍니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,28,Neil,Many people delay going to the doctor – they postpone going or put it off until a later time.,매니 피플 딜레이 고잉 투 더 닥터 데이 postpone 고잉 오어 풋 잇 오프 언틸 어 레이터 타임.,많은 사람이 / 의사 가는 / 걸 미룹니다 — 나중으로 / 연기하거나 뒤로 미루죠,많은 사람이 의사 가는 걸 미룹니다 — 나중으로 연기하거나 뒤로 미루죠.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,29,Neil,"As a result, their problem isn't diagnosed.","애즈 어 리절트, 데어 프라블럼 이즌트 diagnosed.",많은 사람이 / 의사 가는 / 걸 미뤄요,많은 사람이 의사 가는 걸 미뤄요,
L2_B6ME_001,Embarrassed to go to the doctor?,script,30,Neil,To diagnose means to identify a disease or health problem through medical examination.,투 diagnose 민즈 투 identify 어 디지즈 오어 헬쓰 프라블럼 쓰루 메디컬 examination.,나중으로 연기하거나 / 뒤로 미루죠,나중으로 연기하거나 뒤로 미루죠,
L2_B6ME_001,Embarrassed to go to the doctor?,script,31,Beth,"For some, feelings of embarrassment are so strong they prefer to suffer in silence – to struggle with pain without seeking help - rather than visit the doctor.","포 썸, 필링즈 오브 임배러스먼트 아 소 스트롱 데이 프리퍼 투 서퍼 인 사일런스.",일부에게는 / 당혹감이 너무 강해서 / 조용히 고통받는 쪽을 택해요,일부에게는 당혹감이 너무 강해서 도움을 구하지 않고 조용히 고통받는 쪽을 택합니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,32,Beth,"But fortunately, there are things you can do to help.","벗 fortunately, 데어 아 씽즈 유 캔 두 투 헬프.",하지만 다행히 도움이 / 될 수 있는 / 것들이 있어요,하지만 다행히 도움이 될 수 있는 것들이 있어요.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,33,Beth,"Writing your problem down, going with a friend, and visiting a doctor you trust are some ideas Dr Apea recommends.","라이팅 유어 프라블럼 다운, 고잉 윋 어 프렌드, 앤 비지팅 어 닥터 유 트러스트 아 썸 아이디어즈 닥터 apea 레커멘즈.",도움이 될 수 있는 / 것들이 있어요,도움이 될 수 있는 것들이 있어요,
L2_B6ME_001,Embarrassed to go to the doctor?,script,34,Neil,"There are ways that doctors can help as well, as Dr Vanessa Apea explains here to James Gallagher, presenter of BBC Radio 4 programme, Inside Health:","데어 아 웨이즈 댓 닥터즈 캔 헬프 애즈 웰, 애즈 닥터 vanessa apea 익스플레인즈 히어 투 제임스 gallagher, 프리젠터 오브 비비씨 레이디오 4 프로그램, 인사이드 헬쓰:",의사도 도울 수 있는 / 방법이 있습니다,의사도 도울 수 있는 방법이 있습니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,35,James Gallagher,Can you tell us what techniques you use to put people at ease?,캔 유 텔 어스 왓 테크닉스 유 유즈 투 풋 피플 앳 이즈?,환자를 편안하게 하기 위해 / 어떤 기법을 사용하시나요?,환자를 편안하게 하기 위해 어떤 기법을 사용하시나요?,
L2_B6ME_001,Embarrassed to go to the doctor?,script,36,Dr Vanessa Apea,"I bring transparency to the conversation, and own it, and say that I'm going to be asking you some quite personal questions, and there may be also intimate examination… I want to assure you that this is confidential, that this is a safe, non-judgmental space… So really, I often name the words to create that space as well.","아이 브링 트랜스패런시 투 더 컨버세이션, 앤 오운 잇, 앤 세이 댓 아임 고잉 투 비 애스킹 유 썸 콰잇 퍼스널 퀘스천즈.",대화에 투명성을 가져와요 / 그리고 소유하고 / 꽤 개인적인 질문을 / 할 거라고 미리 말해요,"대화에 투명성을 가져와서, 꽤 개인적인 질문을 할 거라고 미리 솔직하게 말합니다.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,37,Dr Vanessa Apea,"Also in my manner, I would hope, and in my non-verbal cues.","올소 인 마이 매너, 아이 우드 호프, 앤 인 마이 논버벌 큐즈.",또한 제 태도에서도 / 그리고 비언어적 신호에서도,또한 제 태도와 비언어적 신호에서도요.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,38,Beth,"James asks what doctors can do to put people at ease – to make them feel calm and relaxed - and Dr Apea describes her ideal conversation: it's a safe space, it's non-judgmental and what is said is confidential, kept private and not shared with anyone.",제임즈 애스크스 왓 닥터즈 캔 두 투 풋 피플 앳 이즈 — 투 메이크 뎀 필 캄 앤 릴랙스트.,제임즈가 의사가 무엇을 할 수 있는지 물어요 / 환자를 편안하게 — 침착하고 여유롭게 / 느끼도록,제임즈가 환자를 편안하게 — 침착하고 여유롭게 느끼도록 의사가 무엇을 할 수 있는지 물어봅니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,39,Neil,"As well as discussing embarrassing problems sensitively, Dr Apea also uses non-verbal cues - the expression on her face, her hand movements, and the tone of her voice, rather than words, to communicate and relax the patient.","애즈 웰 애즈 디스커싱 임배러싱 프라블럼즈 센시티블리, 닥터 아피아 올소 유지즈 논버벌 큐즈.",민감한 문제를 세심하게 논의하는 것 외에도 / 아피아 박사는 비언어적 신호도 사용해요,"민감한 문제를 세심하게 논의하는 것 외에도, 아피아 박사는 비언어적 신호도 사용합니다.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,40,Neil,"Embarrassment is normal, and with support hopefully more of us will feel safe to visit the doctor despite it.","임배러스먼트 이즈 노멀, 앤 윋 서포트 호프풀리 모어 오브 어스 윌 필 세이프 투 비짓 더 닥터 디스파이트 잇.",당혹감은 정상이고 / 지원이 있으면 더 많은 사람이 그럼에도 / 안심하고 의사를 방문할 수 있길 바랍니다.,"당혹감은 정상이고, 지원이 있으면 더 많은 사람이 그럼에도 안심하고 의사를 방문할 수 있길 바랍니다.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,41,Neil,"OK, Beth, isn't it time to reveal the answer to your question?","오케이, 베스, 이즌트 잇 타임 투 리빌 더 앤서 투 유어 퀘스천?",지원이 있으면 더 많은 사람이 / 그럼에도 안심하고 의사를 방문할 수 있길 바라요,지원이 있으면 더 많은 사람이 그럼에도 안심하고 의사를 방문할 수 있길 바라요,
L2_B6ME_001,Embarrassed to go to the doctor?,script,42,Beth,"It is. I asked you: What percentage of people said they had delayed visiting the doctor because they were embarrassed, but then had later been diagnosed with a health condition?",잇 이즈. 아이 애스크트 유: 왓 퍼센티지 오브 피플 세드 데이 해드 딜레이드 비지팅 더 닥터.,맞아요 / 질문했었죠,맞아요. 부끄러워서 의사 방문을 미뤘다고 한 비율이 몇 퍼센트인지 물었었죠.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,43,Beth,"Do you remember what you said, Neil?","두 유 리멤버 왓 유 쎄드, 닐?",몇 퍼센트가 / 의사 방문을 / 미뤘다고 했는지,몇 퍼센트가 의사 방문을 미뤘다고 했는지,
L2_B6ME_001,Embarrassed to go to the doctor?,script,44,Neil,"Yes, I think I said c) 61%.","예스, 아이 띵크 아이 쎄드 씨 61.",네 / c) 61%라고 한 것 같아요.,"네, c) 61%라고 한 것 같아요.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,45,Beth,I'm afraid that is not the correct answer!,아임 어프레이드 댓 이즈 낫 더 커렉트 앤서!,유감이지만 정답이 아니에요,유감이지만 정답이 아니에요!,
L2_B6ME_001,Embarrassed to go to the doctor?,script,46,Beth,"It was, in fact a) 21% or just over a fifth.","잇 워즈, 인 팩트 어 21 오어 저스트 오버 어 fifth.",사실 a) 21% / 5분의 1 약간 넘는 수준이었습니다.,"사실 a) 21%, 5분의 1 약간 넘는 수준이었습니다.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,47,Beth,"OK, let's recap the new vocabulary we've used, starting with delay, to postpone or put off until a later time.","오케이, 렛츠 리캡 더 뉴 보캐뷸러리 위브 유즈드, 스타팅 윋 딜레이, 투 postpone 오어 풋 오프 언틸 어 레이터 타임.",사실 a) 21%였어요,사실 a) 21%였어요,
L2_B6ME_001,Embarrassed to go to the doctor?,script,48,Neil,To diagnose a disease or medical condition means to identify it by recognising the symptoms and examining the patient.,투 다이어그노즈 어 디지즈 오어 메디컬 컨디션 민즈 투 아이덴티파이 잇 바이 레커그나이징 더 심프텀즈.,질병이나 의료 상태를 진단한다는 건 / 증상을 인식하고 환자를 검사하여 / 식별하는 것이에요,질병이나 의료 상태를 진단한다는 것은 증상을 인식하고 환자를 검사하여 식별하는 것입니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,49,Beth,"If you suffer in silence, you endure and struggle with painful feelings without asking someone for help.","이프 유 서퍼 인 사일런스, 유 인듀어 앤 스트러글 윋 페인풀 필링즈 위다웃 애스킹 썸원 포 헬프.",조용히 고통받는다는 건 / 도움을 요청하지 않고 / 고통스러운 감정을 견디고 싸우는 거예요,조용히 고통받는다는 것은 도움을 요청하지 않고 고통스러운 감정을 견디며 싸우는 것입니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,50,Neil,The phrasal verb put someone at ease means to make them feel calm and relaxed.,더 프레이절 버브 풋 썸원 앳 이즈 민즈 투 메이크 뎀 필 캄 앤 릴랙스트.,'put someone at ease'라는 구동사는 / 침착하고 편안하게 만든다는 뜻이에요,'put someone at ease'라는 구동사는 침착하고 편안하게 만든다는 뜻입니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,51,Beth,Something which is confidential is kept private and not shared.,썸씽 위치 이즈 컨피덴셜 이즈 켑트 프라이빗 앤 낫 쉐어드.,비밀인 것은 / 사적으로 유지되고 / 공유되지 않아요,비밀인 것은 사적으로 유지되고 공유되지 않는 것입니다.,
L2_B6ME_001,Embarrassed to go to the doctor?,script,52,Neil,"And finally, non-verbal cues are the expression on your face, gestures, and tone of voice to show how you feel about something without using words.","앤 파이널리, 논- verbal 큐즈 아 더 익스프레션 온 유어 페이스, gestures, 앤 톤 오브 보이스 투 쇼 하우 유 필 어바웃 썸씽 위다웃 유징 워즈.",마지막으로 / 비언어적 신호는 표정 / 제스처 / 목소리 톤입니다.,"마지막으로, 비언어적 신호는 표정, 제스처, 목소리 톤입니다.",
L2_B6ME_001,Embarrassed to go to the doctor?,script,53,Neil,"Once again, we've run out of time.","원스 어겐, 위브 런 아웃 오브 타임.",비언어적 신호는,비언어적 신호는,
L2_B6ME_001,Embarrassed to go to the doctor?,script,54,Neil,Bye for now!,바이 포 나우!,"표정, 제스처, 목소리 톤이에요","표정, 제스처, 목소리 톤이에요",
L2_B6ME_001,Embarrassed to go to the doctor?,script,55,Beth,Bye!,바이!,안녕!,안녕!,
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,56,,embarrassed,,,"어색한, 난처한",She felt embarrassed about asking for help.
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,57,,self-conscious,,,"자의식이 있는, 부끄러워하는",He was self-conscious about his accent.
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,58,,blush,,,얼굴이 빨개지다,She blushed when he complimented her.
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,59,,delay,,,"지연하다, 미루다",Don't delay your medical appointment.
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,60,,diagnose,,,진단하다,The doctor diagnosed her with the flu.
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,61,,suffer in silence,,,침묵 속에서 고생하다,She suffered in silence for years.
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,62,,put at ease,,,"편하게 하다, 안심시키다",His calm voice put me at ease.
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,63,,confidential,,,"기밀의, 비밀의",Medical records are confidential.
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,64,,non-verbal cues,,,비언어적 신호,Body language is a form of non-verbal cues.
L2_B6ME_001,Embarrassed to go to the doctor?,vocab,65,,intimate examination,,,신체 검사,The doctor performed an intimate examination.
L2_B6ME_002,Call centres: Are you talking to AI?,script,1,Phil,Hello. This is 6 Minute English from BBC Learning English.,헬로우. 디스 이즈 식스 미닛 잉글리시 프럼 비비씨 러닝 잉글리시.,안녕하세요 / BBC Learning English의 6 Minute English입니다,안녕하세요. BBC Learning English의 6 Minute English입니다.,
L2_B6ME_002,Call centres: Are you talking to AI?,script,2,Phil,I'm Phil.,아임 필.,저는 필이에요,저는 필이에요.,
L2_B6ME_002,Call centres: Are you talking to AI?,script,3,Pippa,And I'm Pippa. Have you ever phoned up a company and had your call held in a queue?,앤 아임 피파. 해브 유 에버 폰드 업 어 컴퍼니 앤 해드 유어 콜 헬드 인 어 큐?,저는 피파예요 / 회사에 전화해서,저는 피파예요. 회사에 전화해서 대기에 걸린 적 있나요?,
L2_B6ME_002,Call centres: Are you talking to AI?,script,4,Pippa,"If you have, then you've probably heard messages like this:","이프 유 해브, 덴 유브 프라버블리 허드 메시지즈 라이크 디스:",대기에 걸린 / 적 있나요?,대기에 걸린 적 있나요?,
L2_B6ME_002,Call centres: Are you talking to AI?,script,5,AI call agent,Hello. Your call is important to us.,헬로우. 유어 콜 이즈 임포어턴트 투 어스., / 안녕하세요,안녕하세요. 고객님의 전화는 소중합니다.,
L2_B6ME_002,Call centres: Are you talking to AI?,script,6,AI call agent,You are number 89 in the queue.,유 아 넘버 89 인 더 큐.,대기 순서 89번째입니다,대기 순서 89번째입니다.,
L2_B6ME_002,Call centres: Are you talking to AI?,script,7,AI call agent,"If you'd like to continue to hold, press 1.","이프 유드 라이크 투 컨티뉴 투 홀드, 프레스 원.",고객님의 전화는 소중합니다,고객님의 전화는 소중합니다,
L2_B6ME_002,Call centres: Are you talking to AI?,script,8,AI call agent,"If you'd like to return to the main menu, press 0.","이프 유드 라이크 투 리턴 투 더 메인 메뉴, 프레스 0.",대기 순서 89번째입니다,대기 순서 89번째입니다,
L2_B6ME_002,Call centres: Are you talking to AI?,script,9,Pippa,"How do you feel when your phone call is put on hold, Phil?","하우 두 유 필 웬 유어 폰 콜 이즈 풋 온 홀드, 필?",전화가 보류될 때 / 기분이 어때요 필?,"전화가 보류될 때 기분이 어때요, 필?",
L2_B6ME_002,Call centres: Are you talking to AI?,script,10,Phil,"Oh, frustrated usually, although I do like it when there's a number saying how many people are in front of you.","오, 프러스트레이티드 유주얼리, although 아이 두 라이크 잇 웬 데어즈 어 넘버 세잉 하우 매니 피플 아 인 프론트 오브 유.",보통 짜증나요,보통 짜증나요.,
L2_B6ME_002,Call centres: Are you talking to AI?,script,11,Phil,That's good.,댓츠 굿.,하지만 앞에 몇 명이 있는지 / 숫자로 알려주면 좋아요,다만 앞에 몇 명이 있는지 숫자로 알려주면 좋긴 해요.,
L2_B6ME_002,Call centres: Are you talking to AI?,script,12,Pippa,"Well, when your call is finally connected, it's usually a call centre worker you'll speak to – a real live person who'll hopefully fix your problem.","웰, 웬 유어 콜 이즈 파이널리 커넥티드, 잇츠 유주얼리 어 콜 센터 워커 율 스피크 투 — 어 리얼 라이브 퍼슨.",전화가 마침내 연결되면 / 보통 콜센터 직원과 통화하게 돼요 / 실제 사람이요,전화가 마침내 연결되면 보통 콜센터 직원 — 실제 사람과 통화하게 됩니다.,
L2_B6ME_002,Call centres: Are you talking to AI?,script,13,Pippa,"But increasingly, this work is now done using artificial intelligence, or AI.","벗 인크리징리, 디스 워크 이즈 나우 던 유징 아티피셜 인텔리전스, 오어 에이아이.","하지만 점점 더 / 이 일을 인공지능, 즉 AI가 / 하고 있어요","하지만 점점 더 이 일을 인공지능, 즉 AI가 하고 있습니다.",
L2_B6ME_002,Call centres: Are you talking to AI?,script,14,Pippa,"And this is causing problems in countries like India and the Philippines, where call centres are a major source of employment.","앤 디스 이즈 코징 프라블럼즈 인 컨트리즈 라이크 인디아 앤 더 필리핀즈, 웨어 콜 센터즈 아 어 메이저 소스 오브 임플로이먼트.",이것이 인도와 필리핀 같은 나라에서 / 문제를 일으키고 있어요 / 콜센터가 주요 고용원이거든요,이것이 인도와 필리핀 같은 나라에서 문제를 일으키고 있어요. 콜센터가 주요 고용원이거든요.,
L2_B6ME_002,Call centres: Are you talking to AI?,meta,15,Pippa,"(The transcript continues with discussion about AI replacing call centre workers, featuring an interview with Mylene Cabalona from the Philippines who fears AI will replace her job, and discussion of empathy as something AI lacks.)",,,,
L2_B6ME_002,Call centres: Are you talking to AI?,vocab,16,,queue,,,"줄을 서다, 대기열",There was a long queue at the supermarket.
L2_B6ME_002,Call centres: Are you talking to AI?,vocab,17,,put on hold,,,대기 상태로 두다,Please hold while I transfer your call.
L2_B6ME_002,Call centres: Are you talking to AI?,vocab,18,,call centre,,,"콜센터, 고객 지원 센터",She works at a call centre.
L2_B6ME_002,Call centres: Are you talking to AI?,vocab,19,,artificial intelligence (AI),,,인공지능,AI is changing many industries.
L2_B6ME_002,Call centres: Are you talking to AI?,vocab,20,,frustrated,,,"답답한, 실망한",I felt frustrated waiting in traffic.
L2_B6ME_002,Call centres: Are you talking to AI?,vocab,21,,outsource,,,외주하다,Many companies outsource their customer service.
L2_B6ME_002,Call centres: Are you talking to AI?,vocab,22,,displace,,,"자리를 잃게 하다, 대체하다",New technology is displacing many workers.
